"A1"	"A2"	"A3"	"A4"	"A5"	"A6"	"A7"	"A8"	"A9"	"A10"	"B1"	"B2"	"B3"	"B4"	"B5"	"B6"	"B7"	"B8"	"B9"	"B10"	"B11"	"B12"	"B13"	"C1"	"C2"	"C3"	"C4"	"C5"	"C6"	"C7"	"C8"	"C9"	"C10"	"D1"	"D2"	"D3"	"D4"	"D5"	"D6"	"D7"	"D8"	"D9"	"D10"	"E1"	"E2"	"E3"	"E4"	"E5"	"E6"	"E7"	"E8"	"E9"	"E10"	"F1"	"F2"	"F3"	"F4"	"F5"	"F6"	"F7"	"F8"	"F9"	"F10"	"G1"	"G2"	"G3"	"G4"	"G5"	"G6"	"G7"	"G8"	"G9"	"G10"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"H10"	"I1"	"I2"	"I3"	"I4"	"I5"	"I6"	"I7"	"I8"	"I9"	"I10"	"J1"	"J2"	"J3"	"J4"	"J5"	"J6"	"J7"	"J8"	"J9"	"J10"	"K1"	"K2"	"K3"	"K4"	"K5"	"K6"	"K7"	"K8"	"K9"	"K10"	"L1"	"L2"	"L3"	"L4"	"L5"	"L6"	"L7"	"L8"	"L9"	"L10"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"M10"	"N1"	"N2"	"N3"	"N4"	"N5"	"N6"	"N7"	"N8"	"N9"	"N10"	"O1"	"O2"	"O3"	"O4"	"O5"	"O6"	"O7"	"O8"	"O9"	"O10"	"P1"	"P2"	"P3"	"P4"	"P5"	"P6"	"P7"	"P8"	"P9"	"P10"	"age"	"gender"	"accuracy"	"country"	"source"	"elapsed"
4	2	4	4	0	4	4	4	2	2	2	3	3	3	4	3	3	3	3	3	2	3	4	4	4	3	4	2	4	3	4	2	3	4	4	3	3	4	4	3	3	3	3	4	4	4	4	4	4	2	3	2	2	3	3	3	4	4	3	4	4	4	3	4	4	4	4	4	3	2	3	4	4	3	2	2	4	4	3	3	4	3	4	2	4	3	4	4	3	4	4	3	2	4	3	3	4	4	3	4	2	3	3	4	2	3	4	3	4	3	3	4	3	4	4	4	4	4	4	4	3	4	3	3	4	4	3	3	3	3	3	3	3	4	4	4	3	4	4	4	4	3	4	4	4	4	4	4	2	2	3	3	4	4	3	2	4	2	3	2	3	4	3	20	0	80	US	6	477
4	4	4	5	4	5	4	3	2	3	1	4	5	5	5	4	4	4	2	1	3	1	0	4	4	4	2	4	1	1	1	1	2	4	4	4	4	4	3	1	3	2	1	3	4	4	3	5	3	2	2	1	1	4	4	1	4	5	2	1	1	2	2	5	4	3	5	5	1	1	2	1	1	5	4	4	1	1	3	4	4	1	2	2	2	2	2	2	1	3	4	4	4	1	3	2	2	1	1	2	4	3	4	2	1	2	2	2	4	4	3	4	4	2	1	2	2	4	1	2	3	2	4	3	4	4	4	4	2	2	2	2	2	1	3	4	2	4	3	4	4	4	3	4	4	4	4	4	3	2	2	2	2	1	1	2	2	2	1	2	4	4	4	68	1	85	US	1	717
3	3	2	3	4	5	4	3	3	2	5	4	4	5	5	5	3	4	4	2	3	1	1	2	4	4	4	4	4	3	1	2	2	4	4	3	3	4	4	1	2	2	2	3	2	5	2	4	3	1	3	1	4	2	3	1	2	1	4	3	5	3	4	4	4	3	3	4	2	2	1	2	3	4	4	3	5	1	2	4	4	3	2	2	3	2	3	4	2	3	3	3	3	4	3	4	3	4	3	3	3	3	3	3	2	3	4	3	3	3	2	2	4	3	2	2	3	4	4	3	3	4	4	3	4	4	5	3	2	3	4	3	1	3	3	4	3	4	4	4	3	4	1	4	4	4	3	4	2	2	2	4	3	3	3	3	4	3	3	2	4	3	4	31	2	100	BR	1	542
4	4	4	4	3	4	4	2	3	2	3	3	4	4	4	2	3	4	5	4	4	2	2	3	4	3	3	3	4	3	2	3	4	4	4	4	3	3	2	4	2	4	3	3	4	3	4	3	3	2	3	3	3	4	3	3	4	4	3	2	4	4	3	4	2	4	3	3	4	4	3	4	3	4	3	4	4	4	3	2	5	3	2	2	3	2	3	3	2	4	4	3	3	4	4	5	4	3	2	4	2	2	3	2	4	4	2	2	4	3	3	3	4	4	3	4	4	4	4	4	3	2	3	4	4	4	4	3	2	3	3	2	4	4	4	4	4	4	4	4	4	4	3	3	3	3	2	4	4	4	4	4	3	4	3	2	4	4	4	4	3	4	4	17	2	70	AL	1	984
5	5	5	5	5	5	4	5	1	3	5	3	5	5	4	1	3	5	4	3	1	1	1	4	5	5	5	4	1	1	1	1	1	4	5	5	5	5	5	1	1	4	1	3	5	5	4	5	5	1	2	2	1	3	5	0	5	1	1	1	5	1	2	4	4	4	5	5	1	1	3	3	3	5	5	5	1	5	3	3	1	3	1	1	1	3	2	2	0	1	4	3	4	4	4	1	5	3	4	5	3	5	4	1	1	5	2	1	4	4	2	5	4	5	2	4	5	4	1	4	1	4	5	5	5	5	5	5	4	1	3	1	1	3	1	5	1	5	5	5	3	3	2	5	1	4	5	3	1	1	5	1	5	5	2	1	1	1	5	2	2	4	4	18	2	100	US	6	1090
4	4	4	3	5	5	4	3	3	3	2	3	3	4	5	3	4	3	2	1	3	1	3	4	5	4	4	5	3	1	1	1	1	4	4	5	3	5	3	1	2	2	1	5	4	5	4	5	4	2	2	5	1	4	5	4	4	2	3	1	3	4	2	5	3	5	4	4	1	1	2	1	2	4	4	4	1	5	4	1	2	3	3	2	3	3	3	4	4	1	3	4	3	3	4	4	5	1	3	4	4	2	2	3	1	1	2	3	3	3	3	2	4	2	1	2	3	4	1	2	1	4	5	3	4	4	3	3	3	2	3	3	3	2	5	4	2	4	2	4	5	5	3	4	5	4	4	3	3	4	1	3	4	1	1	2	3	3	3	1	4	4	4	18	2	100	US	6	1550
2	3	3	3	3	4	4	2	3	2	3	3	4	4	4	3	4	4	3	4	4	5	4	4	4	2	4	3	2	1	1	2	4	5	4	3	3	5	3	2	4	2	2	1	3	5	2	4	2	1	2	1	1	3	4	3	2	3	4	3	5	4	3	3	3	2	4	3	2	3	3	3	4	1	5	1	1	5	2	5	1	3	3	4	4	3	3	4	2	3	4	2	4	3	3	1	4	2	2	3	1	2	2	3	2	2	4	3	4	3	2	4	4	4	3	4	4	3	4	3	4	2	3	3	2	2	1	3	3	2	5	3	5	3	4	4	3	2	3	3	2	2	4	5	5	5	4	4	4	1	1	2	1	4	3	2	3	3	4	2	2	5	3	46	2	8	US	2	793
5	5	2	1	3	5	1	1	5	1	5	5	5	5	5	5	5	1	5	1	5	3	5	1	5	5	5	2	5	1	1	1	1	5	5	5	5	5	5	1	1	1	1	5	5	4	3	5	5	5	4	1	1	1	1	5	1	1	5	5	5	5	5	5	5	3	5	5	1	3	5	1	5	5	1	0	5	1	1	5	5	5	5	1	5	1	5	1	5	1	1	1	5	1	1	5	3	5	5	5	1	5	5	5	1	1	1	1	2	1	5	1	3	1	3	1	5	1	1	1	5	1	5	1	5	5	5	5	1	5	5	5	5	1	5	5	5	1	5	5	1	5	1	5	5	5	5	3	1	1	1	2	5	5	4	3	5	5	3	5	1	1	5	18	1	100	US	6	1322
4	4	4	4	5	4	4	5	2	3	3	3	4	5	5	4	5	5	4	3	1	1	2	1	5	4	5	4	3	1	1	1	2	4	3	3	4	3	4	2	1	3	1	5	4	5	4	5	5	1	1	1	1	5	4	5	5	5	1	3	4	1	4	4	4	4	5	5	4	2	2	4	2	1	4	1	1	1	1	4	4	1	2	4	5	2	4	4	2	3	3	3	2	5	4	5	5	5	1	5	3	5	5	2	4	2	2	4	5	4	3	4	4	2	2	3	4	2	2	4	2	3	5	4	3	4	5	1	4	2	2	3	4	1	2	4	1	2	1	5	4	5	4	4	4	5	4	5	1	1	4	4	3	2	2	2	4	2	3	2	2	4	3	18	1	80	US	1	682
5	3	2	2	5	4	3	4	2	2	3	4	4	4	5	2	4	3	5	1	4	1	1	3	5	4	4	1	1	1	5	1	1	4	3	4	4	3	3	3	4	3	1	1	2	4	1	5	1	1	5	1	1	1	4	5	4	5	2	4	3	2	2	5	4	4	5	5	2	3	2	2	2	5	4	5	5	4	3	1	1	1	4	2	4	3	3	3	3	4	3	2	2	3	3	3	3	3	2	3	1	4	4	2	1	3	2	5	4	3	1	1	4	1	5	1	4	2	1	1	2	2	5	3	3	3	2	2	1	1	2	2	1	3	5	1	4	2	1	5	3	4	1	3	4	5	1	4	4	3	2	2	1	2	2	4	1	2	3	4	3	3	5	66	2	90	US	1	746
1	3	4	3	4	4	4	2	4	2	4	4	4	5	4	1	3	4	3	2	2	3	4	4	3	4	4	5	3	2	1	1	3	3	3	2	3	3	2	3	3	3	4	3	3	4	3	2	4	4	3	3	4	4	4	4	3	3	4	4	3	4	2	3	4	4	5	4	3	3	4	3	2	4	3	2	2	4	4	1	4	1	4	3	2	3	3	5	4	3	4	3	1	3	1	3	3	4	4	2	3	1	1	4	1	2	3	3	4	4	3	1	4	3	3	2	4	4	3	3	2	4	4	4	4	4	4	3	4	4	3	3	4	4	3	3	2	3	3	4	4	3	3	4	3	4	5	3	1	4	2	3	4	3	4	3	2	3	3	3	3	4	3	18	1	100	PH	2	1316
2	4	4	3	2	3	4	2	3	2	4	2	4	4	3	4	4	5	4	2	4	2	2	4	2	4	2	1	4	4	5	4	4	3	4	3	3	2	3	2	3	2	2	2	3	2	3	3	3	4	3	2	3	3	4	1	3	4	4	3	4	3	4	2	3	4	3	4	4	4	4	4	4	4	4	5	2	3	3	1	1	1	2	4	4	3	4	4	1	2	1	2	3	4	4	4	3	3	3	3	3	1	3	5	4	4	5	5	1	1	1	1	1	4	3	4	4	4	3	4	2	2	2	4	3	4	3	4	2	3	2	2	2	3	4	4	4	4	4	4	3	3	3	4	2	4	3	3	3	1	2	2	4	4	4	4	2	3	4	4	1	3	2	19	2	90	BR	1	470
4	4	4	2	3	3	4	2	2	2	4	5	4	5	5	4	2	3	2	2	2	2	2	4	3	2	4	1	3	1	4	4	4	4	5	4	4	4	4	3	2	3	3	2	4	5	4	4	1	1	2	1	1	1	4	2	3	5	2	4	1	3	3	3	4	2	4	3	5	2	4	3	4	4	5	4	2	2	4	2	2	2	3	2	2	3	1	2	1	4	5	5	5	2	5	4	5	4	3	2	2	2	2	4	4	4	5	3	1	1	1	1	1	4	3	3	1	2	4	4	5	4	2	5	5	4	3	4	1	2	1	1	2	3	3	4	3	2	4	4	4	4	1	2	2	3	2	4	4	4	4	2	3	4	2	2	5	3	4	2	1	5	3	19	1	75	US	2	623
4	4	3	4	4	3	4	4	3	2	4	4	4	4	4	4	3	4	1	2	1	2	2	4	5	4	4	4	2	2	1	1	1	4	4	4	4	4	4	2	2	2	2	3	4	5	3	5	3	1	2	2	2	3	4	2	2	3	4	3	4	4	4	4	3	4	4	4	2	2	3	2	3	4	4	4	2	1	3	4	4	3	3	2	3	2	2	3	1	3	4	4	3	4	4	3	5	4	5	4	2	2	3	4	4	2	3	3	3	3	3	4	3	2	2	2	2	4	2	2	3	4	5	3	4	5	4	4	2	3	2	1	2	2	3	4	3	5	3	3	3	4	2	4	3	3	3	3	4	3	4	2	4	2	1	4	3	2	2	2	4	4	4	17	1	100	CA	1	722
5	5	4	5	4	5	5	2	1	2	4	4	5	5	5	4	5	5	1	2	2	1	1	4	5	5	4	4	1	1	1	1	1	5	4	4	4	5	5	1	1	2	1	4	2	4	1	4	1	1	5	1	4	4	4	1	4	4	2	2	4	2	1	5	5	2	5	5	1	4	1	1	2	5	5	5	2	4	4	2	2	1	1	2	2	2	1	2	1	4	4	4	4	2	3	2	2	3	2	4	2	2	2	2	3	4	2	2	4	4	2	4	4	2	1	2	4	4	4	2	2	5	5	5	4	5	4	4	2	1	2	1	1	2	2	5	4	4	5	5	4	5	1	4	5	4	4	5	4	2	1	2	1	1	1	4	2	1	2	3	4	4	4	36	2	90	US	1	3516
4	4	4	2	4	2	4	2	4	2	4	4	4	5	4	4	4	4	4	2	5	2	2	2	4	2	2	2	4	4	4	4	5	2	2	4	3	2	4	4	2	4	4	2	1	4	1	4	2	2	4	2	4	5	5	4	5	4	2	2	4	2	4	2	1	2	2	4	4	5	4	5	4	4	4	4	2	4	2	5	5	1	4	2	4	2	1	4	2	4	5	4	4	4	5	5	4	4	2	2	5	2	2	2	4	5	4	4	4	3	4	4	5	4	4	4	5	5	4	4	2	2	2	1	4	2	5	4	2	2	2	2	4	4	5	4	5	5	5	5	2	2	2	4	2	2	2	4	4	4	4	4	4	5	5	4	2	4	4	2	1	4	2	19	1	95	US	2	1006
3	3	3	3	4	4	3	3	2	2	3	3	3	5	4	3	4	4	3	2	1	3	3	4	4	3	3	5	3	2	1	2	1	3	3	3	5	3	3	3	3	3	3	3	4	3	3	4	3	4	3	2	3	3	5	4	4	5	1	3	4	3	3	3	3	3	5	4	3	3	3	3	2	5	4	4	3	3	3	1	2	2	3	3	3	3	3	3	3	3	4	4	4	3	1	1	4	4	3	2	3	3	3	3	2	2	3	3	3	3	3	3	4	3	3	3	3	4	3	3	3	4	3	4	5	4	2	3	3	3	2	1	4	3	3	3	3	3	5	4	4	4	3	3	4	3	4	3	3	3	3	3	2	2	3	1	3	3	3	1	3	4	3	18	1	100	PH	2	1681
4	3	5	4	4	3	4	3	2	1	5	5	5	5	5	5	4	4	2	1	2	1	1	2	4	3	2	2	2	3	1	2	2	5	4	5	4	4	4	1	1	1	2	3	2	5	2	4	2	1	4	1	5	3	4	1	4	4	4	2	5	2	2	3	4	4	2	4	2	3	1	2	2	5	5	5	4	4	4	2	1	1	1	4	4	3	3	4	1	2	4	4	2	2	4	4	4	4	3	2	4	1	1	1	2	1	2	1	4	5	4	5	4	2	2	4	4	4	2	3	2	2	3	5	5	5	4	3	1	1	1	1	1	4	5	5	4	4	5	5	3	1	1	4	1	4	5	4	4	2	4	5	5	4	4	4	5	2	2	4	1	3	4	38	2	85	CA	1	599
4	4	4	4	4	4	4	4	2	2	4	2	4	4	4	2	4	4	5	2	1	2	1	4	4	4	2	4	2	2	1	2	4	4	2	4	4	4	4	4	2	4	2	2	2	4	1	4	2	2	2	2	4	4	5	5	5	5	1	1	1	1	1	4	2	2	4	4	2	2	2	4	4	2	2	1	2	4	4	4	2	2	2	2	2	2	2	2	1	4	4	4	4	1	4	2	4	2	2	2	5	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	2	4	4	2	2	2	4	2	2	2	4	4	2	5	4	4	2	4	2	4	2	4	4	2	4	4	4	2	2	1	2	2	2	2	4	5	4	48	1	90	US	6	830
3	4	3	4	4	3	4	4	3	2	3	3	3	3	4	3	3	0	3	3	5	3	1	0	3	3	3	2	3	2	1	1	2	4	5	3	3	4	3	3	3	3	1	3	3	5	2	4	5	5	2	4	1	1	1	4	3	1	1	5	3	5	5	3	2	4	3	3	3	3	4	5	0	3	5	1	1	1	1	2	3	3	2	3	4	2	5	3	5	2	2	4	2	4	5	2	2	2	3	3	3	1	4	3	3	3	3	3	3	3	3	3	4	3	3	1	4	4	1	3	3	4	4	4	5	5	3	3	3	0	1	2	3	3	3	4	3	4	4	5	3	3	4	5	3	1	5	3	2	4	5	4	4	5	5	3	2	4	5	3	2	2	2	18	1	100	US	6	1876
4	3	3	1	4	3	2	2	1	1	4	1	5	5	5	3	3	1	4	4	5	1	5	4	5	2	4	1	5	3	1	3	3	4	3	5	2	4	0	1	1	2	1	5	2	4	5	5	5	4	3	1	1	3	3	3	3	1	3	3	5	3	5	3	1	5	3	5	2	3	4	5	3	2	1	3	3	4	4	3	3	3	1	5	2	3	5	3	3	1	2	0	3	3	2	3	3	3	3	5	1	3	3	5	5	2	1	1	4	5	2	3	5	3	2	3	3	3	1	4	3	1	5	3	5	3	1	2	5	4	3	3	4	4	3	3	2	5	3	5	3	2	0	5	1	3	3	3	5	0	3	5	0	5	5	4	5	5	5	2	1	5	3	17	2	100	US	6	1853
5	5	5	5	5	5	5	5	1	1	4	4	5	5	5	2	2	5	5	1	1	1	1	4	5	5	5	2	5	2	1	1	4	4	4	5	4	5	5	2	2	1	2	5	1	5	4	4	5	1	4	1	2	5	5	5	5	5	1	1	4	1	1	5	5	5	5	5	1	2	1	1	1	5	2	5	2	5	4	5	2	2	2	2	2	1	1	2	1	4	5	5	4	2	4	4	5	4	1	5	5	1	1	2	1	1	4	1	5	5	4	5	5	5	2	5	4	2	4	5	2	4	4	4	4	5	4	4	1	2	4	4	5	2	4	5	4	2	4	5	4	5	2	5	1	5	4	4	4	2	4	2	5	4	2	1	1	2	4	1	1	4	5	48	2	90	US	6	613
4	3	4	3	4	4	4	4	2	2	4	3	5	4	4	3	3	3	4	3	5	2	2	3	3	3	2	2	3	3	3	2	3	3	3	4	3	3	4	3	3	3	4	2	3	4	3	3	2	1	3	2	3	4	4	5	5	4	2	2	4	2	2	4	3	2	3	3	4	2	2	4	4	4	3	2	2	2	4	2	3	2	4	4	3	2	4	4	2	3	2	3	3	2	4	3	4	2	3	2	4	2	3	3	2	3	2	4	3	4	2	4	3	5	1	2	5	3	4	4	3	2	4	3	3	4	3	3	3	2	4	2	2	3	4	4	3	2	4	4	4	4	3	5	4	5	5	4	2	1	2	2	3	4	2	3	4	3	4	3	3	4	3	31	2	95	US	1	1478
5	5	4	1	5	5	4	1	5	4	1	4	5	5	5	1	1	5	5	1	5	1	1	1	5	5	5	5	1	1	5	1	1	4	4	5	5	5	5	1	1	1	1	5	5	5	4	5	1	5	1	5	5	5	5	4	5	5	1	1	1	1	5	5	5	5	5	5	1	1	4	4	1	5	5	4	5	1	5	1	1	1	5	1	5	1	5	1	1	1	5	3	5	5	1	1	1	1	1	5	5	1	1	4	2	5	1	1	5	3	1	5	4	1	1	1	5	1	1	1	5	1	5	5	5	5	5	5	5	5	5	1	5	4	5	5	5	4	5	5	5	5	1	5	4	5	5	1	5	5	1	1	5	1	1	5	1	1	1	4	1	5	4	22	2	95	IN	2	1266
4	4	4	5	3	3	3	1	2	1	4	4	4	4	4	5	4	3	2	2	2	1	1	3	2	3	4	2	4	3	4	3	3	4	4	4	3	4	3	3	1	4	3	1	1	4	3	3	5	1	5	1	2	4	3	1	3	1	3	4	4	3	5	3	3	4	2	2	4	4	1	4	3	5	4	5	1	3	4	2	1	1	5	4	4	5	4	5	2	2	3	2	3	4	4	5	5	4	3	4	1	1	1	5	4	1	5	2	2	1	4	1	4	4	4	4	3	2	1	3	5	3	3	4	5	5	3	3	2	1	1	1	1	3	2	4	2	2	1	4	5	4	3	3	1	2	4	3	5	4	4	4	4	3	3	4	3	3	1	1	3	2	4	15	2	97	BA	1	551
4	2	5	0	5	3	4	2	1	3	3	4	4	4	4	4	2	3	3	3	2	2	3	1	2	2	2	2	5	5	4	4	4	3	2	4	4	2	3	4	4	3	4	1	1	4	1	4	2	2	4	1	2	2	4	1	4	4	2	2	5	2	2	1	1	2	1	2	5	0	4	5	5	4	4	4	1	0	2	3	2	1	2	4	4	4	4	4	4	3	2	2	2	4	4	5	5	4	3	4	2	1	1	5	5	4	5	4	1	1	1	1	1	4	4	5	4	4	3	4	2	2	2	5	3	5	3	2	2	2	2	2	3	4	5	5	4	5	2	5	1	1	1	3	1	1	2	2	4	2	4	3	4	5	5	3	4	3	4	2	2	2	4	20	2	90	FR	1	1700
4	4	4	3	3	4	3	3	2	3	4	4	3	5	4	3	3	3	4	2	4	1	2	2	4	4	2	3	3	3	3	2	2	4	4	4	4	4	4	2	2	3	2	3	2	3	2	4	2	3	2	2	2	3	3	1	4	3	3	3	3	2	3	3	2	4	5	2	3	3	2	3	4	5	4	4	2	2	3	4	2	2	3	2	2	3	3	3	2	3	3	4	3	4	4	5	5	4	2	4	2	4	4	3	2	2	3	4	3	3	3	3	3	2	2	2	3	2	0	4	2	3	4	4	5	4	4	5	2	2	1	1	2	4	4	5	5	4	5	4	4	4	2	2	3	2	2	4	3	4	3	4	3	4	4	3	4	2	3	4	3	4	4	56	1	90	IT	1	546
4	4	4	4	4	4	4	2	2	4	4	4	4	4	5	3	2	4	3	2	3	2	3	3	4	4	4	4	3	3	1	2	2	4	3	4	4	4	4	2	2	3	2	3	4	4	4	4	3	4	2	3	4	3	4	5	4	4	2	4	4	2	4	4	4	2	4	4	2	4	2	2	4	4	4	4	2	3	4	2	3	3	3	2	2	4	2	3	2	3	4	4	4	3	3	4	4	3	4	3	3	3	3	2	1	2	4	2	4	4	4	4	4	2	2	2	2	2	2	3	2	4	2	4	4	5	4	4	3	2	2	3	2	2	3	3	2	2	2	4	4	4	3	4	4	5	5	4	2	2	1	2	2	2	2	4	3	2	4	2	4	4	4	27	1	90	TR	2	1175
4	5	4	5	4	5	4	3	1	2	5	5	5	5	5	2	5	4	4	1	1	1	2	2	5	1	5	4	1	2	1	1	2	2	2	2	4	2	5	4	2	4	2	1	1	4	1	4	3	2	4	1	1	4	5	5	5	5	1	1	1	1	1	4	2	2	3	4	3	3	1	4	4	1	2	2	1	1	3	5	5	4	2	4	1	2	2	4	1	4	5	5	5	3	3	3	3	2	1	3	5	4	4	3	1	5	4	5	3	3	2	2	4	4	2	2	3	3	2	2	2	5	4	1	3	5	4	2	2	2	2	1	2	2	5	5	5	5	5	4	5	2	2	4	3	4	5	5	4	4	2	2	2	2	2	3	2	2	3	4	4	3	4	19	1	90	US	6	584
2	4	4	4	3	2	4	3	2	2	4	4	4	4	4	4	4	4	4	2	4	2	2	3	4	4	4	3	2	2	2	2	3	2	3	2	3	4	3	4	2	4	3	2	2	4	2	4	2	2	4	2	4	4	4	5	4	4	2	2	1	2	2	4	2	2	2	2	4	4	4	4	4	4	4	4	2	4	4	2	4	2	3	2	2	2	2	3	3	4	4	4	3	4	4	2	3	2	3	2	4	4	2	4	4	4	4	4	2	2	2	2	4	4	3	4	3	4	4	4	3	4	2	5	3	4	2	2	3	2	4	2	2	4	4	4	4	4	4	4	4	2	2	3	4	4	4	4	2	2	2	4	3	3	2	2	3	2	2	2	4	4	4	23	2	90	US	1	183931
4	4	4	4	5	4	3	2	1	1	5	5	5	5	5	5	4	5	1	5	1	1	3	5	4	1	5	5	1	1	2	1	1	3	3	4	5	4	4	4	1	3	1	4	5	4	4	4	5	1	2	2	1	2	2	5	3	2	4	5	2	4	5	5	5	4	5	4	1	1	1	3	2	5	5	5	1	4	5	3	1	1	2	2	2	2	3	4	1	3	4	4	4	4	5	4	5	5	3	5	1	2	1	3	2	2	2	2	4	4	4	2	4	2	1	2	2	1	2	2	5	1	5	4	5	5	5	5	1	1	1	5	5	3	2	5	3	4	5	4	5	5	3	2	2	4	3	2	2	4	5	3	5	3	1	1	3	1	2	3	5	4	4	26	2	80	GB	2	785
1	1	2	1	1	2	1	5	5	5	4	5	5	5	5	2	5	4	4	1	4	1	1	2	2	2	5	2	1	4	4	3	4	2	4	1	2	1	4	4	3	2	4	1	1	3	1	4	1	3	5	2	5	2	1	1	1	1	2	5	3	5	4	2	1	1	1	1	5	4	5	5	5	5	1	5	4	1	1	5	5	5	1	3	3	4	5	5	3	4	2	3	1	5	5	4	5	4	5	1	2	1	1	5	5	5	5	5	1	1	1	1	1	2	4	1	3	4	1	4	4	4	5	1	4	5	3	2	1	2	1	4	2	5	5	5	5	5	5	5	2	1	1	5	1	4	2	3	5	5	4	2	5	4	4	4	4	4	1	4	2	3	1	15	1	95	US	2	818
3	4	3	2	4	5	3	4	4	2	4	3	4	5	5	4	3	3	4	4	4	2	2	3	5	4	5	4	4	1	1	2	1	3	3	4	4	2	5	2	2	2	2	2	3	4	3	4	4	2	2	1	2	1	2	4	2	2	4	5	4	4	4	4	4	4	3	3	2	2	2	3	3	4	4	4	2	2	2	4	3	2	4	2	3	3	1	2	1	3	3	4	3	4	5	4	5	4	4	5	2	2	2	2	4	2	2	2	4	4	3	3	4	2	1	2	3	2	2	3	4	4	5	4	4	5	4	5	1	2	1	1	2	3	4	3	3	4	2	3	3	3	3	3	4	3	4	4	4	4	4	4	3	2	3	2	3	2	4	1	4	4	5	26	1	95	PS	1	637
2	5	3	4	3	3	4	2	2	1	4	5	5	5	5	5	2	4	2	3	2	1	1	2	2	1	2	2	5	4	4	4	4	4	3	5	5	4	3	2	1	5	1	2	2	5	5	5	4	1	2	2	1	3	3	1	2	3	5	3	5	2	5	4	3	4	4	4	3	2	2	2	2	5	5	4	4	5	2	1	1	1	2	5	4	5	4	5	2	1	1	2	2	5	5	5	5	4	3	4	2	1	1	3	3	1	5	3	2	1	1	2	2	5	5	4	4	5	5	5	1	2	2	5	5	5	3	5	1	1	1	1	1	2	4	4	4	5	5	5	3	3	1	4	1	3	4	3	4	4	5	5	5	5	4	5	4	4	5	4	1	1	5	16	2	90	GB	1	563
3	4	3	4	4	4	5	2	2	2	4	4	4	4	4	4	4	4	4	2	4	2	4	2	3	2	2	2	2	4	3	2	4	2	2	2	2	3	4	4	3	4	4	2	3	4	2	4	3	2	3	2	2	3	4	2	4	4	2	4	4	2	2	3	4	2	3	2	4	2	4	4	4	4	4	4	2	2	4	2	4	2	4	4	4	4	4	4	2	3	3	3	4	4	4	4	4	3	2	3	3	2	2	4	4	4	4	4	2	2	2	1	2	4	4	4	4	4	4	4	2	2	2	4	4	4	4	2	2	2	2	2	2	4	4	4	4	4	5	4	4	4	3	2	4	4	3	4	3	3	3	3	3	4	4	3	4	3	4	2	2	2	4	21	2	95	US	6	553
4	4	4	4	3	3	4	4	2	3	4	3	4	4	0	4	4	0	3	2	3	2	2	2	3	3	3	2	4	4	3	4	4	2	4	3	4	3	4	4	3	4	4	3	4	4	4	4	3	2	2	1	1	3	4	3	4	3	2	3	4	2	4	2	4	4	3	3	3	4	3	4	4	4	5	3	2	3	3	3	2	3	3	3	4	4	4	0	3	2	4	3	3	3	4	4	4	3	3	3	4	2	2	3	3	4	3	4	3	3	3	4	4	4	4	2	4	5	4	3	3	2	3	4	4	4	4	4	2	2	3	2	2	3	4	4	2	2	4	4	3	2	3	4	2	4	3	4	4	3	4	4	0	4	4	3	4	3	4	4	0	3	4	20	1	85	US	4	1242
5	4	4	4	4	4	4	4	1	2	4	3	4	4	4	4	4	4	4	2	4	2	2	4	4	4	2	2	4	2	2	2	2	4	4	5	4	5	4	2	2	2	1	5	5	5	5	5	4	1	2	2	2	2	4	4	5	4	2	2	5	2	2	4	4	5	5	4	1	2	1	2	1	4	5	4	2	5	5	2	4	1	2	2	2	5	2	2	1	3	4	4	0	4	2	4	2	3	1	2	4	4	2	2	2	1	2	2	4	4	2	4	4	2	2	2	5	2	2	2	2	2	2	4	4	4	3	3	2	2	2	2	2	2	2	4	2	4	1	4	5	5	2	5	2	4	4	4	2	1	4	2	4	4	2	2	4	2	2	2	2	4	5	25	2	95	US	2	881
2	1	3	1	3	3	2	4	3	3	4	4	5	4	4	3	4	4	1	4	1	2	1	4	2	3	1	2	5	4	4	3	3	3	3	1	5	3	3	3	2	3	3	1	1	3	1	3	2	4	4	2	2	1	2	1	2	1	3	3	4	3	3	1	1	1	1	2	4	5	1	3	4	5	1	4	2	2	4	2	3	2	2	4	5	5	5	1	2	3	1	1	1	4	4	4	5	3	1	4	1	3	3	5	4	4	5	4	1	1	3	1	1	4	4	4	5	5	3	3	1	5	2	2	4	4	3	4	2	1	2	5	3	5	5	5	4	4	5	4	1	1	1	2	1	2	3	3	4	5	5	3	5	4	4	5	4	2	3	4	2	2	3	15	2	99	SI	6	707
